"","first_driver","second_driver","score","n_samples","p.value","type","samples"
"4792","1p","5p",0.125,8,0.350616662820207,"PBCA","209a9b10-7129-48fe-a899-d14ba17efe6f.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 8bda75a6-86b9-458e-948b-05049b4c52ce.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4793","2q","5p",0,10,NA,"PBCA","12ae2ba1-9484-47fe-8a3f-bba94a6abe0c.rds 209a9b10-7129-48fe-a899-d14ba17efe6f.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 8bda75a6-86b9-458e-948b-05049b4c52ce.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds"
"4794","3p","5p",0.125,8,0.350616662820207,"PBCA","19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 27847313-3b1e-47f2-84f1-acadaf265cf3.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4795","14whole","5p",0,9,NA,"PBCA","209a9b10-7129-48fe-a899-d14ba17efe6f.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a35b01f-5e19-4673-abea-d87fd1d605d0.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds"
"4796","18q","5p",0.2,10,0.167850656057075,"PBCA","19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 209a9b10-7129-48fe-a899-d14ba17efe6f.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a35b01f-5e19-4673-abea-d87fd1d605d0.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds"
"4797","3q","5p",0,10,NA,"PBCA","19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 27847313-3b1e-47f2-84f1-acadaf265cf3.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea.rds 8bda75a6-86b9-458e-948b-05049b4c52ce.rds ed1f5a41-921f-469a-bc04-306a5435e067.rds"
"4798","12q","5p",0.1,10,0.343436396137913,"PBCA","209a9b10-7129-48fe-a899-d14ba17efe6f.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds fe4611c2-bd37-4605-adfe-60efe0392b03.rds"
"4799","2p","5p",0,7,NA,"PBCA","209a9b10-7129-48fe-a899-d14ba17efe6f.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 8bda75a6-86b9-458e-948b-05049b4c52ce.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds"
"4800","17q","5p",0,6,1,"PBCA","19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 492694a7-bb41-4128-a909-c424e7fc0c9e.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e23462f2-cb86-4a3e-8521-221f4bec247c.rds"
"4801","1q","5p",0,5,NA,"PBCA","209a9b10-7129-48fe-a899-d14ba17efe6f.rds 27847313-3b1e-47f2-84f1-acadaf265cf3.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds"
"4802","11q","5p",0.125,8,0.350616662820207,"PBCA","4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds"
"4803","13q","5p",0,1,NA,"PBCA","6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea.rds"
"4804","4p","5q",0.142857142857143,7,0.355917683749582,"PBCA","19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds"
"4805","5p","5q",-0.05,20,0.329876800921125,"PBCA","12ae2ba1-9484-47fe-8a3f-bba94a6abe0c.rds 19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 492694a7-bb41-4128-a909-c424e7fc0c9e.rds 4a35b01f-5e19-4673-abea-d87fd1d605d0.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds 89f34810-19c6-47bc-981d-98498b013686.rds a742a46d-2594-4efe-a701-4a2737ffae81.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e23462f2-cb86-4a3e-8521-221f4bec247c.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds ed1f5a41-921f-469a-bc04-306a5435e067.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds fe4611c2-bd37-4605-adfe-60efe0392b03.rds"
"4806","10p","5q",0,9,NA,"PBCA","3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a35b01f-5e19-4673-abea-d87fd1d605d0.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds"
"4807","19p","5q",0,5,NA,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4808","19q","5q",0,4,NA,"PBCA","3f3aff50-d71b-44af-85d4-f81e813ea420.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds"
"4809","20q","5q",0,6,NA,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4810","21q","5q",0,7,NA,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4811","22q","5q",0,6,NA,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4812","16p","5q",0,4,NA,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds"
"4813","4q","5q",0,8,1,"PBCA","19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 436af904-65b2-4196-ad8c-a4e98081ee41.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds a742a46d-2594-4efe-a701-4a2737ffae81.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds"
"4814","11p","5q",0,10,NA,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds bc5160ae-d629-46c4-b068-7075876b9103.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds"
"4815","13whole","5q",-0.125,8,0.350616662820207,"PBCA","436af904-65b2-4196-ad8c-a4e98081ee41.rds 492694a7-bb41-4128-a909-c424e7fc0c9e.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4816","15q","5q",-0.0909090909090909,11,0.34089313230206,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 436af904-65b2-4196-ad8c-a4e98081ee41.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4817","18p","5q",-0.166666666666667,6,0.363217467649122,"PBCA","19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4818","17p","5q",-1,1,NA,"PBCA","d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4819","20p","5q",-0.2,5,0.373900966300059,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds"
"4820","10q","5q",0,13,NA,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 436af904-65b2-4196-ad8c-a4e98081ee41.rds 4a35b01f-5e19-4673-abea-d87fd1d605d0.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds a742a46d-2594-4efe-a701-4a2737ffae81.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds e68bc7b4-b6b1-4807-b52c-7c7a19cdc373.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds"
"4821","12p","5q",0,8,NA,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds"
"4822","16q","5q",0,5,NA,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4823","1p","5q",0,8,NA,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 436af904-65b2-4196-ad8c-a4e98081ee41.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4824","2q","5q",-0.1,10,0.343436396137913,"PBCA","12ae2ba1-9484-47fe-8a3f-bba94a6abe0c.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 436af904-65b2-4196-ad8c-a4e98081ee41.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds"
"4825","3p","5q",0,10,NA,"PBCA","19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 436af904-65b2-4196-ad8c-a4e98081ee41.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4826","14whole","5q",-0.125,8,0.350616662820207,"PBCA","3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a35b01f-5e19-4673-abea-d87fd1d605d0.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds"
"4827","18q","5q",0.111111111111111,9,0.346593507087334,"PBCA","19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 4a35b01f-5e19-4673-abea-d87fd1d605d0.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds"
"4828","3q","5q",0,9,NA,"PBCA","19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 436af904-65b2-4196-ad8c-a4e98081ee41.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds ed1f5a41-921f-469a-bc04-306a5435e067.rds"
"4829","12q","5q",0,12,NA,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 3f3aff50-d71b-44af-85d4-f81e813ea420.rds 436af904-65b2-4196-ad8c-a4e98081ee41.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds fe4611c2-bd37-4605-adfe-60efe0392b03.rds"
"4830","2p","5q",-0.166666666666667,6,0.363217467649122,"PBCA","3f3aff50-d71b-44af-85d4-f81e813ea420.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds aca4d810-9540-4ce3-8ceb-72d396c9b704.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds ed46bb2e-97e3-4914-a086-de80e00d6ee8.rds"
"4831","17q","5q",-0.166666666666667,6,0.363217467649122,"PBCA","19b6b9d6-6912-4b85-a4bf-52014bcb170b.rds 492694a7-bb41-4128-a909-c424e7fc0c9e.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e23462f2-cb86-4a3e-8521-221f4bec247c.rds"
"4832","1q","5q",0,4,NA,"PBCA","3f3aff50-d71b-44af-85d4-f81e813ea420.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds"
"4833","11q","5q",0,9,NA,"PBCA","436af904-65b2-4196-ad8c-a4e98081ee41.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c.rds 5cbd429f-ffab-41ad-8016-422f1c922e99.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds"
"4834","14q","5q",0,1,NA,"PBCA","5f00a760-fbc0-41f0-b92b-b3c553eac0e5.rds"
"4835","4p","8q",-0.142857142857143,7,0.355917683749582,"PBCA","1bea3a72-3b73-4072-a6bb-96a90119d3ac.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 4e361622-f9a8-4e9b-a89e-19bafebe1d6a.rds 906f6f1e-569d-4ce2-9273-1f305782f77f.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds"
"4836","5p","8q",-0.25,8,0.170470660787054,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds 8bda75a6-86b9-458e-948b-05049b4c52ce.rds a742a46d-2594-4efe-a701-4a2737ffae81.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds"
"4837","5q","8q",-0.111111111111111,9,0.346593507087334,"PBCA","30376989-7edb-4863-9496-1789eccef8c4.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds a742a46d-2594-4efe-a701-4a2737ffae81.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds e68bc7b4-b6b1-4807-b52c-7c7a19cdc373.rds"
"4838","10p","8q",0,6,NA,"PBCA","04b9837e-9ab5-4eb9-9a9c-ef49e3a62662.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 6d3d5531-16b4-46ec-bd7e-394946855d62.rds 906f6f1e-569d-4ce2-9273-1f305782f77f.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4839","19p","8q",0,8,NA,"PBCA","04b9837e-9ab5-4eb9-9a9c-ef49e3a62662.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 4e361622-f9a8-4e9b-a89e-19bafebe1d6a.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 6d3d5531-16b4-46ec-bd7e-394946855d62.rds 8bda75a6-86b9-458e-948b-05049b4c52ce.rds 906f6f1e-569d-4ce2-9273-1f305782f77f.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4840","19q","8q",0,6,NA,"PBCA","04b9837e-9ab5-4eb9-9a9c-ef49e3a62662.rds 4e361622-f9a8-4e9b-a89e-19bafebe1d6a.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 6d3d5531-16b4-46ec-bd7e-394946855d62.rds 8bda75a6-86b9-458e-948b-05049b4c52ce.rds 906f6f1e-569d-4ce2-9273-1f305782f77f.rds"
"4841","20q","8q",0,6,NA,"PBCA","04b9837e-9ab5-4eb9-9a9c-ef49e3a62662.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 906f6f1e-569d-4ce2-9273-1f305782f77f.rds b061cb06-e927-4f24-82bb-9e651f7ae0e3.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4842","21q","8q",0,7,NA,"PBCA","04b9837e-9ab5-4eb9-9a9c-ef49e3a62662.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 4e361622-f9a8-4e9b-a89e-19bafebe1d6a.rds 518d6c1b-8234-40be-9560-6d383d5866fa.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 906f6f1e-569d-4ce2-9273-1f305782f77f.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4843","22q","8q",0,8,NA,"PBCA","04b9837e-9ab5-4eb9-9a9c-ef49e3a62662.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 4e361622-f9a8-4e9b-a89e-19bafebe1d6a.rds 518d6c1b-8234-40be-9560-6d383d5866fa.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 6d3d5531-16b4-46ec-bd7e-394946855d62.rds 8bda75a6-86b9-458e-948b-05049b4c52ce.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4844","7p","8q",-0.125,8,0.350616662820207,"PBCA","14f41457-25c3-4979-8515-4f33322039a5.rds 1bea3a72-3b73-4072-a6bb-96a90119d3ac.rds 4e361622-f9a8-4e9b-a89e-19bafebe1d6a.rds 55c75a2a-f3d2-4469-9d23-604cf539d548.rds 7ac3e543-3bc2-4a59-84fc-b5aa0def592c.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds b86678f3-c9cf-4ba4-8248-3efb2a7c4884.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds"
"4845","16p","8q",0,7,NA,"PBCA","04b9837e-9ab5-4eb9-9a9c-ef49e3a62662.rds 30376989-7edb-4863-9496-1789eccef8c4.rds 4a698352-25e6-4137-bef8-b6520d5b1b95.rds 6d3d5531-16b4-46ec-bd7e-394946855d62.rds 906f6f1e-569d-4ce2-9273-1f305782f77f.rds b061cb06-e927-4f24-82bb-9e651f7ae0e3.rds b86678f3-c9cf-4ba4-8248-3efb2a7c4884.rds"
"4846","4q","8q",-0.285714285714286,7,0.1723082967304,"PBCA","1bea3a72-3b73-4072-a6bb-96a90119d3ac.rds 4e361622-f9a8-4e9b-a89e-19bafebe1d6a.rds 906f6f1e-569d-4ce2-9273-1f305782f77f.rds a742a46d-2594-4efe-a701-4a2737ffae81.rds aa4bf69c-a1a6-48dc-96fc-3fe7d2680517.rds d609ce92-9edd-4286-bd5f-b93304cae9a2.rds e63fac5a-cc48-4ab4-b69d-3f0be6ad684d.rds"
